Absolute,absolute,"Independent of arbitrary units of measurement, standards, or properties; not comparative or relative",,,https://en.wiktionary.org/wiki/absolute,,,,,,,,,,,,,,,,,,,
Absorptance,absorptance,Ratio of absorbed to incident radiant flux,,0.14 ?,https://www.wikidata.org/wiki/Q16635541,"Solar, Typical",,,,,,,,,,,,,,,,,,
Accelerometer,accelerometer,Device that measures proper acceleration,"G-Sensor, Gravity Sensor, Acceleration Sensor",,https://www.wikidata.org/wiki/Q192940,,,,,,,,,,,,,,,,,,,
Accelerometer Sensitivity,accelerometerSensitivity,Sensitivity of an accelerometer defines at what rate the sensor converts mechanical energy into an electric signal (the output); and this will define the acceleration measurement range of the accelerometer,,200 mV/g,https://blog.endaq.com/accelerometer-specifications-decoding-a-datasheet,,,,,,,,,,,,,,,,,,,
Accuracy,accuracy,Closeness of the mean of a large set of measurement to the accepted reference value,"Measurement Accuracy, Measurement Trueness, Sensing Accuracy",10 arcsec,https://www.wikidata.org/wiki/Q1298969,"Pitch, Yaw, Roll, Boresight (Pointing), Position, Velocity, Timing, Temperature, Frequency (Timing)",,,,,,,,,,,,,,,,,,
Electrical Power System,electricalPowerSystem,Spacecraft Power Subsystem,"EPS, Electrical Power Subsystem",,,,,,,,,,,,,,,,,,,,,
Electrical Resistance,electricalResistance,Opposition to the passage of an electric current,"Resistance, Electric Resistance",250 mOhm,https://www.wikidata.org/wiki/Q25358,"Relay, Initial Path, Nominal",,,,,,,,,,,,,,,,,,
Electrical Resistivity,electricalResistivity,A fundamental property of a material that quantifies how strongly it resists or conducts electric current,"Volume Resistivity, Specific Electrical Resistance, Bulk Resistivity",2.0x10^15 ?-cm,https://www.wikidata.org/wiki/Q108193,,,,,,,,,,,,,,,,,,,
Electrical Switches,electricalSwitch,Electrical component that can break an electrical circuit,Switch,Shorting Rotary Switch,https://www.wikidata.org/wiki/Q5320,Type,,,,,,,,,,,,,,,,,,
Electric Charge,electricCharge,Physical property that quantifies an object's interaction with electric fields,"Charge, Electrical Charge",25 ?C,https://www.wikidata.org/wiki/Q1111,,,,,,,,,,,,,,,,,,,
Electricity,electricity,Physical phenomena associated with the presence and flow of electric charge,,,https://www.wikidata.org/wiki/Q12725,,,,,,,,,,,,,,,,,,,
Electric Power Converters,electricPowerConverter,An electrical or electro-mechanical device for converting electrical energy,"Power Converter, Power Adapter, Electric Current Converters",DC-DC Converter,https://en.wikipedia.org/wiki/Electric_power_conversion,Type,,,,,,,,,,,,,,,,,,
Electrochemical Cell,electrochemicalCell,Device for spontaneous conversion of chemical into electrical energy,"Galvanic Cell, Chemical Cell, Cell, Battery Cell, Electrolytic Cell",,https://www.wikidata.org/wiki/Q209440,,,,,,,,,,,,,,,,,,,
Electrode,electrode,"Electrical conductor used to make contact with a nonmetallic part of a circuit (e.g. a semiconductor, an electrolyte or a vacuum)",,Carbon,https://www.wikidata.org/wiki/Q176140,Material,,,,,,,,,,,,,,,,,,
Electrolyte,electrolyte,Liquid or gel that contains ions,,H3PO4,https://www.wikidata.org/wiki/Q162908,Material,,,,,,,,,,,,,,,,,,
Electromagnetic Interference,electromagneticInterference,Disturbance generated in an electrical circuit due to external fields or sources of radio-frequency electromagnetic radiation,"EMI, RF Interference, EM Interference, Radio-Frequency Interference (RFI)",,https://www.wikidata.org/wiki/Q1474513,,,,,,,,,,,,,,,,,,,
Electronic Amplifier,electronicAmplifier,Electronic circuit or component that increases the level of incoming electrical signal (not necessarily audio),"Amplifier, Amp",,https://www.wikidata.org/wiki/Q211554,,,,,,,,,,,,,,,,,,,
Elongation,elongation,Physical property of lengthening and shortening,Strain,0.70%,https://www.wikidata.org/wiki/Q1990546,,,,,,,,,,,,,,,,,,,
Email,email,Email address,"E-Mail, E-Mail Address, Email Address",john.smith@example.org,https://schema.org/email,,,,,,,,,,,,,,,,,,,
Emissivity,emissivity,Effectiveness of an object in emitting thermal radiation,,?0.04,https://www.wikidata.org/wiki/Q899670,,,,,,,,,,,,,,,,,,,
Encoder Resolution,encoderResolution,Encoder resolution is the number of measuring segments or units in one revolution of an encoder shaft or 1 in/mm of a linear scale. Encoder resolution is commonly measured in pulses per revolution (PPR) for incremental encoders and bits for absolute encoders,,24 bits,https://www.dynapar.com/knowledge/encoder_resolution_encoder_accuracy_repeatability/,,,,,,,,,,,,,,,,,,,
End Azimuth,endAzimuth,The direction the satellite will set over another horizon in your sky,Set,339.0°,https://www.celestis.com/resources/faq/what-are-the-azimuth-and-elevation-of-a-satellite/,,,,,,,,,,,,,,,,,,,
End-Of-Life,endOfLife,"Point in time when a product’s useful life (from the vendor’s point of view) ends, so that the vendor stops marketing, selling, or supporting it",EOL,,https://www.wikidata.org/wiki/Q224887,,,,,,,,,,,,,,,,,,,
End Time,endTime,The endTime of something,,2020-4-23 19:17:41,https://schema.org/endTime,,,,,,,,,,,,,,,,,,,
Energy,energy,Quantitative physical property transferred to objects to perform heating or work on them,,20 J,https://www.wikidata.org/wiki/Q11379,"Kinetic, Potential",,,,,,,,,,,,,,,,,,
Energy Density,energyDensity,Physical quantity representing the energy per unit of volume,,263 Wh/L,https://www.wikidata.org/wiki/Q828402,,,,,,,,,,,,,,,,,,,
Energy Storage,energyStorage,Capture of energy produced at one time for use at a later time,Storage Capacity,,https://www.wikidata.org/wiki/Q837718,,,,,,,,,,,,,,,,,,,
Engineering Tolerance,engineeringTolerance,Permissible limit or limits of variation in value or dimension,,±0.05mm,https://www.wikidata.org/wiki/Q950292,,,,,,,,,,,,,,,,,,,
Enthalpy of Fusion,enthalpyOfFusion,"Enthalpy resulting from providing energy, typically heat, to a specific quantity of the substance to change its state from a solid to a liquid, at constant pressure",Heat of Fusion,211 J/gm,https://en.wikipedia.org/wiki/Enthalpy_of_fusion,,,,,,,,,,,,,,,,,,,
Equipment,equipment,Collective term for all items that are required to exercise a certain activity,,Antenna,https://www.wikidata.org/wiki/Q16798631,Type,,,,,,,,,,,,,,,,,,
Escape Velocity,escapeVelocity,"The minimum speed needed for a free, non-propelled object to escape from the gravitational influence of a massive body, that is, to achieve an infinite distance from it",Cosmic Velocity,11.2 km/s,https://en.wikipedia.org/wiki/Escape_velocity,,,,,,,,,,,,,,,,,,,
Evaporators,evaporator,A device in a process used to turn the liquid form of a chemical substance such as water into its gaseous-form/vapor,,Plate,https://en.wikipedia.org/wiki/Evaporator,Type,,,,,,,,,,,,,,,,,,
Exterior,exterior,Exterior part of a three-dimensional object,"External, Outside",,https://www.wikidata.org/wiki/Q1385033,,,,,,,,,,,,,,,,,,,
Failure,failure,"State or event of not meeting a desirable or intended objective, relative to a particular observer or belief system",,2,https://www.wikidata.org/wiki/Q1121708,,,,,,,,,,,,,,,,,,,
Family Name,familyName,"In the U.S., the last name of an Person. This can be used along with givenName instead of the name property",Last Name,Smith,https://schema.org/familyName,,,,,,,,,,,,,,,,,,,
Field of View,fieldOfView,Extent of the observable world seen at any given moment,"FOV, FoV, Angle of View, Visual Field",114°,https://www.wikidata.org/wiki/Q1076893,"Horizontal, Vetical",,,,,,,,,,,,,,,,,,
First Surface Mirrors,firstSurfaceMirror,Mirror with the reflective surface above a backing,"FSM, FS Mirror, Surface Mirror",,https://www.wikidata.org/wiki/Q5454249,,,,,,,,,,,,,,,,,,,
Flexural Strength,flexuralStrength,"A material property, defined as the stress in a material just before it yields in a flexure test","Bending Strength, Bend Strength, Modulus of Rupture, Transverse Rupture Strength",17900 MPa,https://en.wikipedia.org/wiki/Flexural_strength,Vertical,,,,,,,,,,,,,,,,,,
Flight Dynamics,flightDynamics,"The science of space vehicle performance, stability, and control.",Spacecraft Flight Dynamics,,https://www.wikidata.org/wiki/Q758207,,,,,,,,,,,,,,,,,,,
Flight Heritage,flightHeritage,Flight history of components,Space Flight Heritage,,https://doi.org/10.1080/00130095.2019.1589370,,,,,,,,,,,,,,,,,,,
Flow Coefficient,flowCoefficient,The flow coefficient of a device is a relative measure of its efficiency at allowing fluid flow,"Cv, Flow Capacity",0.128 in ESEOD,https://en.wikipedia.org/wiki/Flow_coefficient,,,,,,,,,,,,,,,,,,,
Flow Rate,flowRate,Volumetric flow rate,"Volumetric Flow Rate, Rate of Fluid Flow, Volume Velocity",2.56 scfm,https://www.wikidata.org/wiki/Q1134348,"Minimum, Maximum",,,,,,,,,,,,,,,,,,
Flux Density,fluxDensity,Amount of a field passing through a point at a time,,200 W/m2,https://www.wikidata.org/wiki/Q51720768,,,,,,,,,,,,,,,,,,,
Flywheel,flywheel,Heavy mechanical wheel specifically designed to efficiently store kinetic energy,,,https://www.wikidata.org/wiki/Q183576,,Expanded some more in ACS,,,,,,,,,,,,,,,,,
Focal Length,focalLength,Measure of how strongly an optical system converges or diverges light,,23 mm,https://www.wikidata.org/wiki/Q193540,,,,,,,,,,,,,,,,,,,
Focal Ratio,focalRatio,Ratio of the system's focal length to the diameter of the entrance pupil,"f-number, f-ratio, f-stop",f/1.4,https://www.wikidata.org/wiki/Property:P6790,,,,,,,,,,,,,,,,,,,
Foil,foil,"Very thin sheet metal, usually made by hammering or rolling",,137,https://www.wikidata.org/wiki/Q251473,Quantity,,,,,,,,,,,,,,,,,,
Form Factor,formFactor,"Aspect of design which defines the size, shape, and other physical specifications of hardware",Form-Factor,,https://www.wikidata.org/wiki/Q24574728,,,,,,,,,,,,,,,,,,,
Frame Rate,frameRate,Number of frames rendered in one second,"Frame Frequency, Framerate, Frames per Second, FPS",39 fps,https://www.wikidata.org/wiki/Q119565,Maximum,,,,,,,,,,,,,,,,,,
Framing Bits,framingBits,"In data transmission, noninformation carrying data elements used to separate characters in a bit stream.",,1490575,http://printwiki.org/Framing_Bits,"Time (2020-04-23 20:48:21), User (https://network.satnogs.org/users/ke0rwz/)",,,,,,,,,,,,,,,,,,
Frequency,frequency,"Frequency in Hz at which the subject works, for example the frequency a radio station can be received",,250 Hz,https://www.wikidata.org/wiki/Property:P2144,,,,,,,,,,,,,,,,,,,
Frequency Mixer,frequencyMixer,Nonlinear electrical circuit that creates new frequencies from two signals applied to it,"Frequency Converter, Upconverter, Downconverter, Mixer",,https://www.wikidata.org/wiki/Q1357187,,,,,,,,,,,,,,,,,,,
Frequency Response,frequencyResponse,Quantitative measure of the output spectrum of a system or device in response to a stimulus,,0-400 Hz,https://www.wikidata.org/wiki/Q1054694,,,,,,,,,,,,,,,,,,,
Front,front,Side or face of an item considered to be its primary or front side; side that faces forward,"Front Face, Fore, Front Side, Frontside",,https://www.wikidata.org/wiki/Q68345460,,,,,,,,,,,,,,,,,,,
Fuel Cell,fuelCell,Device that converts the chemical energy from a fuel into electricity,,Phosphoric Acid Fuel Cells (PAFC),https://www.wikidata.org/wiki/Q180253,Type,,,,,,,,,,,,,,,,,,
Fuel Cell Membrane,fuelCellMembrane,"The membrane separates two electrodes of a fuel cell, acting as the electrolyte and allowing passage of ions between the electrodes",,Proton Exchange Membrane (PEM),http://www.fuelcelltoday.com/about-fuel-cells/glossary,,,,,,,,,,,,,,,,,,,
Gain,gain,Ability of a circuit to increase the power or amplitude of a signal,Amplification Factor,3.5 dB,https://www.wikidata.org/wiki/Q854659,"Power, Current, Voltage, Minimum, Maximum",,,,,,,,,,,,,,,,,,
Thermal Gap Fillers,gapFillers,"Soft, malleable interface materials with high thermal conductivity","Thermal Fillers, Thermal Gap Fillers",,https://www.boydcorp.com/thermal/conduction-cooling/gap-filler-interface-materials.html,,,,,,,,,,,,,,,,,,,
g-force,gForce,Term for accelerations felt as weight and measurable by accelerometers,"Gravitational Force Equivalent, g-level",±10 g,https://www.wikidata.org/wiki/Q284602,Range,,,,,,,,,,,,,,,,,,
Given Name,givenName,"In the U.S., the first name of a Person. This can be used along with familyName instead of the name property",First Name,John,https://schema.org/givenName,,,,,,,,,,,,,,,,,,,
Global Positioning System,globalPositioningSystem,Satellite navigation system,GPS,,https://www.wikidata.org/wiki/Q18822,,,,,,,,,,,,,,,,,,,
GPS Receiver,gpsReceiver,Device that determines its position by analyzing satellite signals,"GNSS Receiver, Satellite Navigation Device, GPS Navigation Device, GPS",,https://www.wikidata.org/wiki/Q1486497,,,,,,,,,,,,,,,,,,,
Ground Segment,groundSegment,Ground-based elements of a spacecraft system,"Control Segment, Earth Segment, Satellite Ground Segment, Satellite Control Segment, Satellite Earth Segment, Ground System",,https://www.wikidata.org/wiki/Q889737,,,,,,,,,,,,,,,,,,,
Ground Station,groundStation,Terrestrial radio station for communication with spacecraft,"Earth Station, Earth Terminal, Teleport",,https://www.wikidata.org/wiki/Q1349167,,,,,,,,,,,,,,,,,,,
Ground Track,groundTrack,Path on the surface of the Earth or another body directly below an aircraft or satellite,Ground Trace,,https://www.wikidata.org/wiki/Q218124,,,,,,,,,,,,,,,,,,,
Gyroscope,gyroscope,Device for measuring or maintaining orientation and direction,,,https://www.wikidata.org/wiki/Q483400,,,,,,,,,,,,,,,,,,,
Hardness,hardness,Measure of how resistant solid matter is to various kinds of permanent shape change when a force is applied,,55 Shore 00,https://www.wikidata.org/wiki/Q3236003,,,,,,,,,,,,,,,,,,,
Heat Capacity,heatCapacity,Extensive physical property of the amount of energy required to increase temperature,"Thermal Capacity, Thermal Mass",1 kJ/kg K,https://www.wikidata.org/wiki/Q179388,Specific,,,,,,,,,,,,,,,,,,
Heat Exchangers,heatExchanger,Piece of equipment built for efficient heat transfer from one medium to another,,Heat Sink,https://www.wikidata.org/wiki/Q189124,Type,,,,,,,,,,,,,,,,,,
Heat Flux,heatFlux,Flow of energy per area and time,"Thermal Flux, Heat Flux Density, Heat-Flow Density, Heat Flow Rate Intensity",400 W/m2,https://www.wikidata.org/wiki/Q1478382,Maximum,,,,,,,,,,,,,,,,,,
Heating Elements,heatingElement,Converts electricity into heat through the process of resistive or Joule heating,Electric Heater,Disc,https://www.wikidata.org/wiki/Q610112,Type,,,,,,,,,,,,,,,,,,
Heat Pipes,heatPipe,Device containing volatile liquid in a sealed chamber to transfer heat by conduction and phase transition,"HP, Heatpipe, Heat-Pipe, Vapor Chamber, Vapour Chamber",Dual Bore,https://www.wikidata.org/wiki/Q600568,Type,,,,,,,,,,,,,,,,,,
Heat Pump,heatPump,Device that transfers thermal energy in the opposite direction of spontaneous heat transfer,,,https://www.wikidata.org/wiki/Q131313,,,,,,,,,,,,,,,,,,,
Heat Sinks,heatSink,"A passive heat exchanger that transfers the heat generated by an electronic or a mechanical device to a fluid medium, often air or a liquid coolant, where it is dissipated away from the device, thereby allowing regulation of the device's temperature",Heatsink,,https://en.wikipedia.org/wiki/Heat_sink,,,,,,,,,,,,,,,,,,,
Heat Spreaders,heatSpreader,Device that tends to equalize temperature over its surface,,Thermal Doubler,https://www.wikidata.org/wiki/Q617088,Type,Includes heat pipes,,,,,,,,,,,,,,,,,
Height,height,The height of the item,,10 cm,https://schema.org/height,,,,,,,,,,,,,,,,,,,
High,high,"Large, great (in amount or quantity, value, force, energy, etc)","Large, Great",,https://en.wiktionary.org/wiki/high,,,,,,,,,,,,,,,,,,,
Minimum Horizon,horizon,Apparent line that separates earth from sky,,20°,https://www.wikidata.org/wiki/Q43261,Minimum,,,,,,,,,,,,,,,,,,
Horizontal,horizontal,"A direction or plane is said to be horizontal if it is perpendicular to the vertical direction. In general, something that is vertical can be drawn from up to down (or down to up), such as the y-axis in the Cartesian coordinate system",Horizontal Direction,,https://en.wikipedia.org/wiki/Vertical_and_horizontal,,,,,,,,,,,,,,,,,,,
Hot,hot,"State of high relative temperature, often said about body temperature, weather or objects",Heat,,https://www.wikidata.org/wiki/Q28128222,,,,,,,,,,,,,,,,,,,
Hysteresis Error,hysteresisError,The difference in two measurements of the same quantity when the measurement is approached from opposite directions,,0.06% FS,https://www.space-electronics.com/KnowHow/glossary_accuracy,,,,,,,,,,,,,,,,,,,
Identifier,identifier,"The identifier property represents any kind of identifier for any kind of Thing, such as ISBNs, GTIN codes, UUIDs etc","ID, UID, Unique Identifier, Identification Number, Identifier System",1a2b3c4d,https://schema.org/identifier,,,,,,,,,,,,,,,,,,,
Image,image,An image of the item. This can be a URL or a fully described ImageObject,Picture,https://network.satnogs.org/media/ground_stations/IMG_5050.JPG,https://schema.org/image,,,,,,,,,,,,,,,,,,,
Image Resolution,imageResolution,Measure of how fine an image is,"Resolution, Pixel Count",1024×768 px,https://www.wikidata.org/wiki/Q210521,,,,,,,,,,,,,,,,,,,
Image Sensor,imageSensor,Device that converts an optical image into an electronic signal,"Imager, Imaging Sensor, Electronic Imager",CMOS,https://www.wikidata.org/wiki/Q209121,,,,,,,,,,,,,,,,,,,
Impedance,impedance,Measure of the opposition that a circuit presents to a current when a voltage is applied,"Electrical Impedance, Electric Impedance, Complex Impedance",2.5 mOhm,https://en.wikipedia.org/wiki/Electrical_impedance,Output,,,,,,,,,,,,,,,,,,
Inertial Measurement Unit,inertialMeasurementUnit,Electronic device to measure a craft's velocity and orientation,IMU,,https://www.wikidata.org/wiki/Q941680,,,,,,,,,,,,,,,,,,,
Infrared Telescope,infraredTelescope,Telescope that uses infrared light to detect celestial bodies,IR Telescope,,https://www.wikidata.org/wiki/Q3370723,,,,,,,,,,,,,,,,,,,
Input,input,"That which is put in, as in an amount",,50 V,https://en.wiktionary.org/wiki/input,,,,,,,,,,,,,,,,,,,
Input Offset Voltage,inputOffsetVoltage,"A parameter defining the differential DC voltage required between the inputs of an amplifier, especially an operational amplifier (op-amp), to make the output zero (for voltage amplifiers, 0 volts with respect to ground or between differential outputs, depending on the output type)","VOS, Initial Offset Voltage",250 uV,https://en.wikipedia.org/wiki/Input_offset_voltage,,,,,,,,,,,,,,,,,,,
Input Surge,inputSurge,Maximal instantaneous input current drawn by an electrical device when first turned on,"Input Surge Current, Switch-On Surge, Inrush Current",100 V,https://www.wikidata.org/wiki/Q358932,,,,,,,,,,,,,,,,,,,
Inside,inside,"Within the interior of something, closest to the center or to a specific point of reference",,,https://www.wikidata.org/wiki/Q30014638,,,,,,,,,,,,,,,,,,,
Instrumentation Amplifier,instrumentationAmplifier,"Electronic amplifier, a circuit component",,,https://www.wikidata.org/wiki/Q1523756,,,,,,,,,,,,,,,,,,,
Insulating Washers,insulatingWasher,Monmetal washers that block electrical current and prevent galvanic corrosion when mating different types of metal,"Thermal Washer, Insulator Washer",Long Barrel,https://www.mcmaster.com/insulating-washers,Type,,,,,,,,,,,,,,,,,,
Interconnect,interconnect,The electrical connector system,Electrical Connector System,Graphite,https://www.wikidata.org/wiki/Q58184783,Material,,,,,,,,,,,,,,,,,,
Interface,interface,Concept of computer science; point of interaction between two things,"Computer Interface, Software Interface, Data Interface",RS422,https://www.wikidata.org/wiki/Q23808,,,,,,,,,,,,,,,,,,,
Interfacial Thermal Resistance,interfacialThermalResistance,Measure of an interface's resistance to thermal flow,"Thermal Boundary Resistance, Kapitza Resistance",4.1 Km2/W,https://en.wikipedia.org/wiki/Interfacial_thermal_resistance,,,,,,,,,,,,,,,,,,,
Interior,interior,Inside part of a three-dimensional object,"Internal, Inside, Inner Part",,https://www.wikidata.org/wiki/Q2998430,,,,,,,,,,,,,,,,,,,
Internal Resistance,internalResistance,An ideal voltage source in series with an impedance,Inner Resistance,40 mOhm,https://en.wikipedia.org/wiki/Internal_resistance,,,,,,,,,,,,,,,,,,,
Interrupting Rating,interruptingRating,"The current that a fuse, circuit breaker, or other electrical apparatus is able to interrupt without being destroyed or causing an electric arc with unacceptable duration",Breaking Capacity,35 A,https://en.wikipedia.org/wiki/Breaking_capacity,,,,,,,,,,,,,,,,,,,
Irradiance,irradiance,The radiant flux (power) received by a surface per unit area,,0.45 W?m?2,https://en.wikipedia.org/wiki/Irradiance,,Not the same as radiant flux (only is in astrophysics),,,,,,,,,,,,,,,,,
Izot Impact Strength,izotImpactStrength,"Results of the Izod impact strength test, an ASTM standard method of determining the impact resistance of materials",,2.9 J/cm,https://en.wikipedia.org/wiki/Izod_impact_strength_test,,,,,,,,,,,,,,,,,,,
Jitter,jitter,Motion that has high temporal frequency relative to the integration/exposure time,Pointing Jitter,1.4 arcseconds,https://en.wikipedia.org/wiki/Jitter,,,,,,,,,,,,,,,,,,,
Job Title,jobTitle,"The job title of the person (for example, Financial Manager)","Occupational Title, Professional Designation",Coordinator,https://schema.org/jobTitle,,,,,,,,,,,,,,,,,,,
Kaitai Struct,kaitaiStruct,"Declarative language used to describe various binary data structures, laid out in files or in memory: i.e. binary file formats, network stream packet formats, etc.",,https://db.satnogs.org/satellite/40014/#,https://kaitai.io/,,,,,,,,,,,,,,,,,,,
Kinetic Energy,kineticEnergy,Energy of a moving physical body,Kinetic,45 J,https://www.wikidata.org/wiki/Q46276,,,,,,,,,,,,,,,,,,,
Last Seen,lastSeen,Instance of a class which postdates all other known instances,"Last Recorded Instance, Last Known, Latest Recorded",0 minutes ago,https://www.wikidata.org/wiki/Q63995326,,,,,,,,,,,,,,,,,,,
Latitude,latitude,The latitude of a location,,42.382°,https://schema.org/latitude,,,,,,,,,,,,,,,,,,,
Launch and Early Orbit Phase,launchAndEarlyOrbitPhase,Phase of a spacecraft mission,"LEOP, On-Orbit Testing",,https://www.wikidata.org/wiki/Q459967,,,,,,,,,,,,,,,,,,,
Launch Pad,launchPad,The central launch platform from which a rocket-powered missile or space vehicle is vertically launched,Launch Platform,,https://en.wikipedia.org/wiki/Launch_pad,,,,,,,,,,,,,,,,,,,
Launch Service Provider,launchServiceProvider,Type of company which specialises in launching spacecraft,LSP,SpaceX,https://www.wikidata.org/wiki/Q11753232,,,,,,,,,,,,,,,,,,,
Launch Site,launchSite,Facility for launching (or receiving) spacecraft,"Spaceport, Cosmodrome, Rocket Range, Missile Range, Launch Complex",KSC,https://www.wikidata.org/wiki/Q194188,,,,,,,,,,,,,,,,,,,
Launch Vehicle,launchVehicle,Rocket used to carry payload into outer space,"Carrier Rocket, Transfer Segment",Falcon 9,https://www.wikidata.org/wiki/Q697175,,,,,,,,,,,,,,,,,,,
Layer,layer,Two-dimensional portion of the object,,Aluminized polyester film,https://www.wikidata.org/wiki/Q23497981,"Material, Thickness",,,,,,,,,,,,,,,,,,
Leakage,leakage,Process of fluid escaping containment,,<0.36 scch,https://www.wikidata.org/wiki/Q1349983,"Internal, External",,,,,,,,,,,,,,,,,,
Lens,lens,Optical device which transmits and refracts light,Lens,Aspherical,https://www.wikidata.org/wiki/Q768575,,,,,,,,,,,,,,,,,,,
Lift-to-Drag Ratio,liftToDragRatio,"The amount of lift generated by a wing or vehicle, divided by the aerodynamic drag it creates by moving through air",L/D Ratio,1.53,https://en.wikipedia.org/wiki/Lift-to-drag_ratio,,,,,,,,,,,,,,,,,,,
Linearity Error,linearityError,Deviation of the sensor output curve from a specified straight line over a desired pressure range,"Linearity Uncertainty, Non-Linearity",0.5 % FSO,https://appmeas.co.uk/resources/pressure-measurement-notes/linearity-or-nonlinearity/,,,,,,,,,,,,,,,,,,,
Linear Regulators,linearRegulator,A system used to maintain a steady voltage,Linear Voltage Regulator,Shunt Regulator,https://en.wikipedia.org/wiki/Linear_regulator,Type,,,,,,,,,,,,,,,,,,
Line Regulation,lineRegulation,"The ability of a power supply to maintain a constant output voltage despite changes to the input voltage, with the output current drawn from the power supply remaining constant","Input Voltage Regulation, Input Regulation",14 mV,https://en.wikipedia.org/wiki/Line_regulation,,,,,,,,,,,,,,,,,,,
Liquid,liquid,Liquid object,"Fluid, Liquid Matter, Mixture",,https://www.wikidata.org/wiki/Q11435,,,,,,,,,,,,,,,,,,,
Load Factor,loadFactor,The average power divided by the peak power over a period of time,,18.22%,https://www.wikidata.org/wiki/Q17099407,,,,,,,,,,,,,,,,,,,
Load Regulation,loadRegulation,The capability to maintain a constant voltage (or current) level on the output channel of a power supply despite changes in the supply's load (such as a change in resistance value connected across the supply output),"Output Voltage Regulation, Output Regulation",28 mV,https://en.wikipedia.org/wiki/Load_regulation,,,,,,,,,,,,,,,,,,,
Local Oscillator Leakage,localOscillatorLeakage,Measure of the RF carrier leakage relative to the modulated output signal,"LOL, LO Leakage, Carrier Suppression, DC Leakage, Center Frequency Leakage",17 dBm,https://www.keysight.com/main/editorial.jspx?ckey=343319&id=343319&lc=eng&cc=US,,,,,,,,,,,,,,,,,,,
Longitude,longitude,The longitude of a location,,-71.128°,https://schema.org/longitude,,,,,,,,,,,,,,,,,,,
Loop Heat Pipes,loopHeatPipe,A two-phase heat transfer device that uses capillary action to remove heat from a source and passively move it to a condenser or radiator,LHP,,https://en.wikipedia.org/wiki/Loop_heat_pipe,,,,,,,,,,,,,,,,,,,
Louvers,louver,Window protection with horizontal angled slats,Louvre,,https://www.wikidata.org/wiki/Q2554375,,,,,,,,,,,,,,,,,,,
Low,low,"Small, not high (in amount or quantity, value, force, energy, etc)",,,https://en.wiktionary.org/wiki/low,,,,,,,,,,,,,,,,,,,
Low-Noise Amplifier,lowNoiseAmplifier,Signal amplifier that doesn't worsen the signal-noise ratio,LNA,,https://www.wikidata.org/wiki/Q1151304,,,,,,,,,,,,,,,,,,,
Magnetic Flux Density,magneticFluxDensity,Production of a potential difference across a conductor when it is exposed to a varying magnetic field,"Magnetic Induction, B-Field, Magnetic Field",±1300?T,https://www.wikidata.org/wiki/Q30204,Range,,,,,,,,,,,,,,,,,,
Magnetic Moment,magneticMoment,Torque a particle will experience in an external magnetic field,"Magnetic Dipole Moment, Magnetic Area Moment, Dipole Magnetic Moment Strength, Dipole Moment, Actuation Level",>0.2 Am2,https://www.wikidata.org/wiki/Property:P2069,Nominal,,,,,,,,,,,,,,,,,,
Magnetometer,magnetometer,Measuring instrument for magnetism,,,https://www.wikidata.org/wiki/Q333921,,,,,,,,,,,,,,,,,,,
Magnetorquer,magnetorquer,"A satellite system for attitude control, detumbling, and stabilization built from electromagnetic coils","Magnetic Torquer, Torque Rod, Magnetic Torque Actuator, Torque Bar, Torqrods, Torquer",,https://en.wikipedia.org/wiki/Magnetorquer,,,,,,,,,,,,,,,,,,,
Maidenhead Locator,maidenheadLocator,A geographic co-ordinate system used by amateur radio operators to succinctly describe their locations,"QTH Locator, IARU Locator, Grid Locator",FN42kj,https://en.wikipedia.org/wiki/Maidenhead_Locator_System,,,,,,,,,,,,,,,,,,,
Mass,mass,Property of matter to resist changes of the state of motion and to attract other bodies,,50 g,https://www.wikidata.org/wiki/Q11423,,,,,,,,,,,,,,,,,,,
Mass Flow Rate,massFlowRate,Mass of a substance which passes per unit of time,,0.7 g/s,https://www.wikidata.org/wiki/Q1366187,Maximum,,,,,,,,,,,,,,,,,,
Mass Resistivity,massResistivity,"The product of the electrical resistance of a conductor and its mass, divided by the square of its length; the product of the electrical resistivity and the density",,15x10-5 W-kg/m2,https://encyclopedia2.thefreedictionary.com/mass+resistivity,,,,,,,,,,,,,,,,,,,
Material,material,"A material that something is made from, e.g. leather, wool, cotton, paper.",,Copper,https://schema.org/material,,,,,,,,,,,,,,,,,,,
Maximum,maximum,Greatest or largest value or item in a partially ordered set,"Max, Maximal Element, Greatest Element, Largest Element, Maximal Value, Non-Dominated Element",,https://www.wikidata.org/wiki/Q10578722,,,,,,,,,,,,,,,,,,,
Maximum Continuous Discharge Current,maximumContinuousDischargeCurrent,The maximum current at which the battery can be discharged continuously. This limit is usually defined by the battery manufacturer in order to prevent excessive discharge rates that would damage the battery or reduce its capacity,Maximum Constant Discharge,24A,http://web.mit.edu/evt/summary_battery_specifications.pdf,,,,,,,,,,,,,,,,,,,
Maximum Elevation,maximumElevation,The maximum height the satellite will fly in your sky,,71.0°,https://www.celestis.com/resources/faq/what-are-the-azimuth-and-elevation-of-a-satellite/,,,,,,,,,,,,,,,,,,,
Maximum Expected Operating Pressure,maximumExpectedOperatingPressure,The highest expected operating pressure,"MEOP, Maximum Design Pressure",24 bar,https://en.wikipedia.org/wiki/Maximum_allowable_operating_pressure,,,,,,,,,,,,,,,,,,,
